text,label
"If they sounded poor, you could easily use them as a fashion accessory, but gladly they dont.",1
"However, reading a review that the quality of the ""item"" is bad, does not help me if I want to know which versions of the item are bad and which are not bad because all the reviews are combined; something that frustrates me to no end.",1
"It seems one of the settler's daughters is missing, and it is assumed the Comanches have kidnapped her.",1
This is one of my favorite series and I hate that the alphabet is almost finished.,1
I struggled to find any that would stay in.,0
"I have used the authors techniques throughout life and continue to grow stronger, happier.",1
"Ms. Streep, fittingly, has been applauded by just about everyone on the planet and her work here justifies that.",1
I have run it many hours a day to make sure it is going to hold up.,1
"Its not a problem for me, as mine sits on top of my entertainment center (projection screen on wall)..",1
I'll be sending this one back!,1
"Drive a Honda, live in an average sized house",0
I have used them a few times and ordered them because I had received a coloring book for the holidays.,1
The speakers themselves if you shine a light into the cloth grill are more like 2 3/8 inch.,1
The only skill required is writing - what each animal wants to eat.,1
"What you'll discover when reading this book is that exterminator owns his business, has a dozen trucks just like that, and still goes on call every once in awhile just for the passion of his business.",1
"Now, regarding the charger.",0
"While this antenna may large not the most aesthetically pleasing, it is easy to mount and gets the job done!",1
"Integer leo purus, sagittis at pharetra id, sollicitudin sed metus.",0
I purchased the original book for my kids at Kohls.,0
They were so lucky to have found each other and share their love in the short but precious time they had.,1
Maybe she could start all over again with One,0
"The ones I did mention have a much weaker and plastic build, and the headphones are designed to be better at midrange and bass.",1
"So, six hours later, my videos are still trapped on my Flip and I am no closer to a solution.",1
"These nods to that time are liberal, but not tedious - just fun.",1
Everything they say about the camera is true.,1
"All of my stations, both near and far, come in crystal clear and within seconds...",1
He asked for this for Christmas last year and for his birthday this year but low and behold he will be getting his wish come true for this Christmas.,0
First thing I noticed was the left earpiece broken.,0
"It takes some time to build up to the true ""horror"" of the book, but the progress is worth it as the tagline of ""psychological thriller"" makes itself immediately apparent.",1
"The kids loved this game at the beginning and still play it here and there, so that it was a good purchase.",1
"Besides, my son has a D3000, and he won't be able to borrow my lens.",0
"Finally, sheoffers you the incentive to ""graduate"" to the second level when you are ready.",1
THAT CHER CONTINUE WORKING IN A FUTURE ALBUM THAT SHOW US SOMETHING AS,1
"Although some trade-off has to be made between zoom and fixed focus lenses, and the comparatively cheap cost, there is a very definite lack of crispness to my images with this lens.",1
I previously bought another adapter like this one from Amazon but my Canon 10D did not accept that card.,1
"I've read Follett's wonderful ""Pillars of the Earth"" and the follow up book, ""World Without End"".",0
I like the style and the color combination of these.,1
So I have nothing else to say ....,0
I was surprised on the quality of this product.,1
what a set of vocals she has on her for such a tiny person.,1
I ordered a cd November 6.,0
For phone calls they sound worse- like tin cans and a string at times until you get used to using them.,1
"She simply loves them, especially since she'll soon be travelling a lot and says they are ideal, ultra-light, and compact.",1
It also contains a nice mix of cardio and strength training.,1
Thank goodness for the hooks or they'd fall off constantly.,1
Bought it for family game night.,1
As soon as sweat got into one of the headphones the volume stopped working properly.,1
A beautiful love story wrapped in a tangled mess of words and mental images.,1
"But, BUYER BEWARE, when I put my new DVD into the DVD player I was looking at the title of what appeared to be an adult oriented video entitled Asian Lovers.",1
Best place to do business on the internet.,0
To learn more about her relationship with her mom.,0
"Sound quality is decent, could probably do with some replacement eartips with foam for a better seal",1
"Really, though, the most disappointing aspect is how good they sound - even despite all of the issues, the left earpiece still sounds amazing, and Symphonized would have SUCH a good product on their hands if these weren't so poorly constructed.",1
Great product...thank you Sigma,1
"Not much commentary about the scenes as we move along, but mostly commentary on how movies have changed over the years.",0
John comes across a mom and her 6 year old son alone on a small ranch.,0
For the price there's no way to go wrong with purchasing these.,1
I just turned this movie off and replaced it with Tangled.,0
I even plowed about 3/4 of the way through and decided life is too short to read something I'm just not enjoying.,1
Many thanks to those of you for your efforts.,0
the items there are deeply discounted.,0
My camera is now in good and perfect condition,1
The story starts with a prison bus crash.,1
The reason this lens still get a 2 star is because of its zoom range which makes it more convenient for everyday indoor wide or outdoor landscape use.,1
The strap that came with the camera was a little short and would cause me neck pain over the long haul.,1
Loaded them on my iPOD and also in the car to enjoy as I drive for my commute.,1
"Although the movie has some mature topics and themes, it does offer some advise on friendships and jealousy.",1
pac and  snoop dogg are tha 2 greatest rapperz ever .,1
and it's listed as Ground!!!!!We,0
This is the film it should have been.,0
Very durable and large enough for a 7D and 300mm lens.,1
and one has a large grey stain on it.,0
This works on my phone and on my laptop as well.,1
"This book deserves a place on everyone's personal finance bookshelf collection, because it shows us that fiscal responsibility is what underlies the wealth of many.",1
"I have it paired up with TSi 300's for the front and TSi 100's for the rear, with a Pioneer receiver.",0
The basic concept is if you can understand  why their having a meltdown,1
The title song is fantastic.,1
I only found one warped piece in the entire set.,1
"Good straight transfer,no volume maxing,limited only by digital equipment of the day.",1
"ALSO, this replaced the Onkyo 6 disc which was junk after a year, don't waste money, get this Yamaha!",1
Did not want to take it off.,1
That light mounts to 2 legs that is somewhat adjustable with screws.,1
What else are you expecting?,0
"here a corrupt cop  is the focus of the  'vengeance', but a gangster escapes to a foreign eden with a suitcase full of loot from his illicit activities and an unhappily married woman on his arm!",1
My daughter is a sucker for the As Seen on TV toys,1
Maybe I just don't have the mental capacity.,0
Item bought for someone else,0
"While it's certainly not for everyone, I would recommend ""House of Leaves"" to any open-minded, well-read individual, and certainly to anyone interested in surreal, genre-defying art.",1
The responses to my emails were not timely and a new dvd was assured to be sent but have not seen it in about a month.,0
HERE ARE THE INSTRUCTIONS.,0
the Cambridge center years ago I figured I'd have to spend the same type of $.,0
but now the series is getting much to complicated for the cinema to depict properly.,1
Better with 3+ but found some variations online to make it just as fun for two.,0
& I enjoy watching my boys imagination take flight when they play with all their imaginex figures with this tower & all the others we have in our superhero city!,1
Can be played with children about 7+.,1
"One of the main common threads running through each of SR's extraordinary chapter/story, I noticed especially, was the importance of exercise and fitness as a prerequisite to great lovemaking.",1
"They are extremely comfortable and the wood design looks very nice and screams high end audio, which is also how they sound!",1
but Few parts were missing,0
"""Hardcore"" fans of Meshell may be disappointed by the lack of  funky grooves and showy bass licks, but had she done that, this album would  have become a collection of tunes rather than a whole work built around the  concept of love's capacity for betrayal, joy, loss, hypocrisy, and  transcendence.",1
Til he died - way too soon - each book was simple and true.,1
Great for family get together to sing karaoke .,1
"It's totally out of time, contraty to other SABBATH albuns like  ""VOLUME FOUR"" and ""SABBATH BLOODY SABBATH"".",1
This was shipped and received very quickly and good price for quality product.,1
I wish I could find more like it.,1
"Metal begins here, bar none, with ""Deep Purple",0
great assortment of pieces,1
and now I can put any doll in it.,0
Saw on sale 20 cheaper right after i bought so keep an eye out for deals.,1
"Being a Vinnie fan, I had to see this.",0
- maybe there is a more superior set that fits that need?,0
Albeit to use my extra SD/SDHC cards,1
I've now got the perfect set up and am in the process of re-taking pictures of my entire collection.,1
The CD fathfully presents the renditions as seen in the film.,1
"it is hard to find 30 minutes of cardio with toning on 1 dvd, even Yoga Booty Ballet only does 20 minutes of cardio before the toning sections.",1
a successful (but not without a catch!) search for a fountain of youth.,1
Keeps me completely organized!!,1
The overall volume is not as loud as I thought it would be.,1
I noticed with brass instruments they are not as rich as they are with my infinity speakers.,1
Those were the Bowers & Wilkins P5 Mobile Hifi.,0
We love the lllama llama series.,1
"I don't like the ""blood and guts"" movies, but this one made a statement and the music was so very sad and in a minor key",1
I am buying another CD as a gift to my best friend.,0
"If you feel the need to see which pages the words ""hair"" or ""melon"" appear on, you'll be set.",0
How Long Will They Mourn Me is a slower dedication by Thug life to  Kato.,0
"If you have already seen it, you will enjoy it again on this DVD.",1
"The story involves two stories, one in modern times, and one in the 18th century.",1
They are very disappointing.,0
"In MERE CHRISTIANITY (my favorite), he uses what he calls the ""natural law"" and not once uses the bible to show why certain things can only come from a creator.",1
"I use this set up when I go hiking, so the comfort and convenience is important.",1
"RHC (Radio Habana Cuba) broadcasts every evening in English at 6.00 MHz, and comes in loud and clear on this radio, along with several other foreign broadcasters and stations here in the states.",1
Still have room for Battery Charger and Memory Card.,1
"Those songs are awesome, but even without those, his best songs are all here!!",1
Microphone stopped working in 1 month.,1
Brilliant price and just as described,1
"I bought this planner for our oldest son and his fiancee when they became engaged, and they loved it.",1
Just like the one I have before,0
"A well made, solid and brightly coloured toy.",1
I have many of her C.D.s.,0
"The only downside is that if you are hurt by his passing as I am, you may not be able to listen without crying.",1
I would not recommend this strap -,1
"When something outwardly intriguing finally began happening with the main story, and I realized I didn't care, it was time for me to give up.",1
"It seems wrong to take such delight in what is quite clearly Chris, Stone and Jeff mourning their good friend, but when an album contains such highlights as Call Me",1
"The item came in a plain manila envelope without Nikon packaging, user instructions or warranty card.",1
"I being a poet at heart,felt her prose as lyrical as music",1
All of the headphones I had tried so far kept falling out of my ears when I was exercising.,1
Reaching overhead interrupts signal.,1
"This advancement is not as jovial as it should be, as we can see Pyle is being overtaken by something much darker within the pit of his soul.",1
Steel bounces about as the child jumps around.,1
One could  argue that following the advice in this book will make the reader a  millionaire.,1
"This albhum is one of the best albhums u can buy, it has so many great tracks such as keep ya head up, 2 of amerikaz most wanted",1
"Hey, for $30, one can't expect a substantial cabinet, but despite the lightweight feel, these speakers sound pretty good for what you get.",1
Watch this great masterpiece,1
They fit together nicely and there are no problems with mixing them with other brands.,1
"Not complaining, just an observation.",0
And other thing I didn't like about,0
In this book you will learn that it doesn't matter,1
The writing is great such a dark album and by far the heaviest album around at the time.,1
"Voices sound solid, full and realistic.",1
Guess I am going to have to by my own soon.,0
"I, like some other reviewers, loathe the original Karate Kid(s).",1
"I almost forgot to mention that they come in a really pretty, well-designed package, along with a little velvety case for carrying them",1
The tube on it is too short to reach the water and the slot that it feeds through is too narrow.,1
"The photos were good, but I wanted more.",1
"Cover art as previewed, excellent!",1
"Educated, as he gives references to the Swiss pychiatrist, Carl Jung, wants to be part of the action, his goal perhaps, to become a hero.",1
"Okay, I got to agree that some of his lyrics are quite explicit, but hey, he's an artist and if thats how he chooses to express himself then",1
I will be buying 10+ more as Christmas gifts this year!,0
"The book itself, the way it is written, organized, and published, is a piece of art.",1
No longer will I expect something from my child that it is just not capable of doing.,0
"I can't testify for it's music clarity, I have yet to test it with full range speakers.",1
"requires multiple readings, and even then there's still so much more to discover.",1
You get the feeling that they are built to last especially with the removable ear cups.,1
"However, while this version is pretty good - I would recommend considering the newer models (see video review).Pros-- Handy little camera - easy to carry around- Decent movie quality - while it is not great it is certainly good enough for YouTube-",1
The game was worth buying as I discovered it through friends.,1
"And, after all, who doesn't like hunting for treasures?",0
I was shocked when I heard,0
Some were chipped and some had discoloration.,0
"The recording quality is about the same for the two devices as far as I can tell, which is to say, not great.",1
vocal range - and Grande's not so Grande... !,1
I bought these for my 12 year old.,0
The shortwave band played very little for me because I tested it in daytime; will return at night to be sure it works.,1
Just what I ordered and quick shipping too.,1
present at the Sand Creek Massacre in southeast Colorado.,0
We also bought one for our 1 year old son and he loves it.,0
so I contacted Little Tikes who sent us a new pump.,0
"one of the bolts to hold the mounting bracket on was not threaded, i could spen a week returning it and getting another set or.",1
"crazy book, not like any other book youve ever read.",1
Top folk rock musicianship.,1
This toy set is very durable and can withstand very active play.,1
The depth of these are fantastic.,1
"Through several days of training, Dre learns to overcome hardships to find his strengths.",0
Beyond the limits of ordinary fiction.,0
"It’s great for naps, to hold toys and of course to push over when she wants.",1
"Simply speaking, this is a cut above.",1
"This disc could stick in your cd player  for a very long, long time.",1
I hope he gets the opportunity to write more diverse scores such as this.,1
but I think I'll give it to my husband instead.,0
There are some heavy topics and themes but accompanied with some beautiful rhythms.,1
This works well in my Nikon D70s camara and the sd's are much cheaper.,1
", tune-distorting version of ""Let's misbehave.""",1
"""I followed a rabbit/Through rows of mermaid-entwined shrubbery"" and ""Oh what marvelous things/But they are/",0
"Well, except for Jimmy Dorsey, who continued that obnoxious staccato rhythm for a while.",0
The footage was taken indoors but the results were bright and the volume was pretty loud.,1
"Completely mellow, without losing her characteristic sound.",1
It was worth every dollar.,1
"When I asked Amazon's customer service representative why Amazon doesn't fix this, he said it's the publisher's fault and that Amazon can't do anything about it except transmit customers' negative feedback.",1
I've played this two times since my purchase.,0
and I'm still going to finish the system by adding a subwoofer next and,0
I wasn't sure exactly how much I would like this table top kit when I purchased it.,1
Or were they tired of the constant mutual backslapping and chosen to take a break?,0
"This does make it heavy though, and especially with the lens hood, very large and bulky, more so than the 70-200vr 1&2 even.",1
"I think the title is misleading a bit, it wasn't really a fairy tale at all.",1
"Where's  the bass?Needless to say, I won't be blasting this one often.",0
Go pick up this Class Greatest Hits CD now.,0
so I decided to purchase this model and save myself over a thousand dollars.,1
Again bought as a gift I think it has been played so much already it must be nearly worn out.,1
Someone wrote that he could not fot his camera with a medium size lens.,0
This is fine as far as I am concerned as the P5s provide a much better balance across the frequency range and details that get lost on cheaper headphones come through with crisp clarity.,1
"She is just starting to get into smaller ""Legos"" and has a couple sets and now has this large set of basic bricks to really get creative with.",1
"As far as the larger story, I feel that the focus is definitely on her relationship with her father and how his own identity affected their family and her own identity as a lesbian.",1
"A little toppy for me when listening to music, a little lacking in depth and base, but that's to be expected and the loss of weight is no more than with other in-ear phones.",1
"""Death Becomes Her"" on VHS, and would buy a widescreen DVD version in a heartbeat (got your stethoscope, Sidney Pollack?).",0
however I was surprised by the high quality & attention to detail.,1
"WESTSIDE, forever!!!!!!!!!!!!!!!!!",0
The cord could be a little longer.,1
Really happy with product,1
This is something rap has missed in recent years.,0
"I wasn't expecting them to last a long time, but a month really!",1
These awesome little monkeys could put a smile on anyone face.,1
"5-stars, there are a couple of 4's, but some, such as ""If the Stars Were Mine,"" ""Who Will Comfort Me,"" ""Les etoiles,"" and ""My One and Only Thrill,"" rate 6 out of 5, so",1
Holding out hope for the next one !,0
so I was super excited to read it.,0
and i never put the volume on my laptop on loud,0
but their a very good price and were familiar with the brand.,1
"It was a good read and by the end, I was anxious to get to the second book in the trilogy.",1
"This is a great game, and as others have said, brings back the excitement and playfulness of King of Tokyo but adds a little more ""meat"".",1
This is the WORST adaptation of the series ever.,1
"Come to it virgin, without judgment, and let it terrify you.",0
I know we will get many years of use out of it!,0
sheetsYou need to take away from this book that there are sacrifices you  need to make to become financially independent.,0
"Additionally, there was some dried glue or caulk along the inside bottom.",0
Quick delivery and set up is easy.,1
"Danielewski's novel is a terrific one that any horror fan, new or continuing, will enjoy and be thrilled by.",1
This is a quality player .,1
it is abit boring and the rules can be confusing,1
I took the opportunity to teach a little.),0
This creepy fantasy about a Steve Jobs-figure in love with robot he has created is one of the best horror flics out there.,0
I would opt for a compromise.,0
Phil Ramone certainly got the best out of George Michael.,1
My child was absolutely thrilled when he opened it.,1
Once I played it I understood why it has ranked among the classic  albums for so many years.,1
"Let's hope that, having crawled out on this creative and more risky branch, Diana Krall stays out at the edges of her own comfort zone.",0
I used them only while at the gym.,0
This is really nice for my daughter because she enjoyed this and at the same time she learned a lot for this craft kit...,1
Even my audiophile friend found these to be very appealing for their price.,1
This cd just puts you in a good mood.,1
"Unfortunately, the bad guy will have to be purchased separately.",1
I definitely recommend for any mood,1
"Its really neat and alot of fun for the whole family!""Got this at a free/discounted Rate for my honest opinion""",1
"Compared to another product that I purchased, (it will remain unnamed)",0
Grandchildren love to play with this.,0
"best wide lens you can get for the price, absolutely love this.",1
And good luck searching by song!,0
Don't know why others found it unappealing.,1
"does anyone know the name of the 2pac song that features the michael jackson ""human nature"" song sample.",0
I think I would have really liked it,0
I know I will be satisfied with the next purchase.,1
Good for my camera on outtings when I need a spare card for my camera,1
"One is slightly more pale, but when I was a kid, one was yellow, one was orange.",1
Mac Miller gives a playful rap here and the track is just bouncy and great fun.,1
All my children loved playing with it (3-9).,1
"This story is painful, honest and a very insightful look into the plight of the Native American.",1
There's a plug in the bottom to drain the water of this when you're done and ready to store it.,1
I'm so glad we found this game!,1
It also doesn't take what I thought was a standard memory card size,1
"is that it has been given a more pop, upbeat sound by the producer.",1
"After reading the reviews of the Clearstream2 antenna, I thought why not.",0
"the 5 disc CD changer works so very well , simple to operate ,",1
Ear piece too soft and flimsy.,1
Ms Grafton needs to modernize before she puts out W.,0
Cleaning is the cyclorama is easy - I simply used glass cleaner and a microfiber cloth.,1
Book arrived quickly and was in excellent condition.,1
I love this CD and play it often.,1
If having this thing will move your business forward,0
I've read many investing and financial planning books and this has had far more impact on the way I handle my money,1
Play with bouncing light onto specific parts of your product to bring out highlights.,1
My daughters collect Monster High dolls and this was a Christmas surprise.,1
This was a very smart purchase if I do say so myself.,1
First set we ordered didn't have the correct dominoes set.,0
Which brings me to probably the worst aspect of Matt’s lyrics on this album.,1
You can get a pair of headset with mic built in and ear loops for less than that at your local Ross or Marshalls.,1
The quick release catches are attached directly to the neoprene - why?,1
The manufacturer also contacted me (in the comments below) to offer to replace the set.,0
"While this may be easy to relate to for some, my idea of being a millionaire is not driving a Ford on my way to a Denny's, to be needlessly harsh.",1
I usually wear headphones at night when my partner is sleeping or working out.,0
She is watching over and over.,0
"It contains not only the analysis of ""The Navidson Record"", but the author's notes, and the notes of the young man who found it.",1
This is why I cannot recommend this as a 3 year old and up children's toy.,0
"When we first opened it, my husband sighed and said, ""We didn't have toys like this when I was a kid.""",1
How bitterly did I come to the realisation that this collection of pages is a ...,0
"Now that I have a Nikon D810, this new lens has resumed the role for candid shots at parties, weddings and other events.",1
"Like all fans, I have my favorite segments.",0
I'm usually down in the dumps about something or other and that makes me lethargic.,0
Also the non-plastic elements don't transmit nearly as much noise.,1
Amazing history...entertwined with great characters.,1
Having a job with a single source of income does sound a lot riskier than running a business with 100s of customers.,1
"I would definitely not recommend this player, and given the bad customer service experience I had, I would not recommend Yamaha.",1
enough replaced 4 jbl surrounded speakers,1
"This book paints a very bad picture on millionaires(no life, confinement, you name it), now I know that enjoying oneself while having some basic knowledge on investment and thirftiness is the way to go.",1
"While Eddie Vedder only appears on Hunger Strike, Chris Cornell's voice makes a surprisingly good counterpoint to Mike McCready's wailing guitars, which absolutely dominate this record. '",1
I went ahead and gave it to my friend because she could still use it,1
"Love this type of sets for gifts, all the girls and moms loved them!",1
"We were created to live creatively, and this book reveals the importance of that truth!",1
I just wish I could get my money back.,0
"For the moment, I'm impressed by its sound quality (for its price point) and cannot be happier.",1
Good color selection and durable,1
I decided to buy another.,0
"I received this product for free, in exchange for my honest and unbiased opinion.",0
but it does not hold the attention of the younger kids or the adults.,1
"Now, years later its still so much to offer.",1
We bought this for FIVE other friends,0
The price was great & the muslin is beautiful.,1
"Kahn, similarly, had only a few funny moments; to get that much with the material given her shows her real talent.",1
one of the best games i have ever played makes you think two or three steps ahead all the time and its nice to see a board game where no dice is required,1
"this 16-35mm f/2.8L II USM is no exception and it will allow you to shoot in very tight pace without moving back, I had a chance to try it from my friend while I have my own EF24-70mm f/2.8L USM.",1
"Other so-called dance Divas stand your  guard, Cher's come to stay, once and for all.",0
"some who have tested my camera have said its hard to shoot with especially on a small body like a 400D without a battery pack, but I got used to it very quickly and now don't even notice the weight.",1
It's got a standard C cell flashlight battery for the sun,1
buy it -- read it -- enjoy the words & really detailed drawings,1
so that's not a big deal.,0
I'm just having a really hard time getting used to the controls on the light,1
"Others have given very detailed and accurate reviews on the performance of this lens, and I will not repeat what they have said.",1
Amazing game once we learnt the rules.,1
Please correct your size to others aren't without sound like I am.,0
"it certainly serves my purpose, and may consider buying more.",1
u will ever find in one place.,0
I drove back home the [real] long way and played it twice.,0
"Doug Henthorn contributes backing vocals, and producer Shirley even gets in on the act, performing on guitar, tambourine, toy piano (!), and (of course) cowbell.",1
My 6 year old loves this!,1
I was very pleased as usual with my purchase.,0
"Whatever one thinks of Infinite Jest or Gravity's Rainbow, as novels, at the very least they attest the wide-ranging intellects of the authors who conceived them.",1
It's amazing to see how simple the habits are of the wealthy separating them from the poor.,1
"Warm colorful pictures, a rhythmic rhyme that is easy and fun to read aloud- and a length that doesn't make the task too long for bedtime reading.",1
"2PAC FRESH OUT OF JAIL ON DIS ONE,",0
"I promise, you will not be disappointed.",1
I actually bought this as a birthday gift and have only just had feedback from the Childs parents.,1
It now says I need nine more words.... ...,0
"Overall, I enjoyed reading this book but would probably recommend it to parents of preschool aged children as opposed to new parents; not all parents have the time or resources to worry about constantly playing on ""teachable moments"" in life to shape their child's mind.",1
The zoom ring rotates smoothly and focuses pretty quick considering that it doesn't have focusing motor in the lens.,1
"The Fun House is Gothic and is a funeral home, but this isn't Six Feet Under.",1
Do not expect it to be super loud.,1
"The only thing, after a few weeks the plug started to have a small drip, it takes 3 or 4 days for it",1
"The author did a great job with the historical details, which can make or break a novel like this.",1
but I felt the headphones should've done better.,1
Chris Cornell vocals and lyrics are amazing and really capture the album and make it memorable.,1
now regret never getting to see him on the symphonica tour ',0
Brought back my childhood memories. :)Played with family during Christmas last year.,1
then The Rose Garden and now The Winter Sea.,0
Wasn't satisfied with the backdrop...,1
"Cord feels like a shoelace, so they DO NOT tangle!♥",1
A cult classic and for good reason.,1
IS macro and 8-15mm fisheye.,1
"The Wizard"" is a blues-based rocker, with some of the Ozzman's harmonica and Tony Iommi's slide guitar featured.",0
"I'm quite picky, but with this price, it's not hard to find better ones than this.",1
Greene explains that being a Master is something that must be worked at every day with diligence and patience.,1
This op/Tech Pro is just the opposite.,0
The entire series of  Jesse Stone is absolutely fantastic.,1
I enjoy using these and the 50 count is just enough but not too much.,1
"a problemIt has several surreal passages, about dreams some of them difficult to interpret, for a non Indian reader.",1
This is the craziest book you will ever read!,0
Just received and these are great.,1
The low point is that you can not shoot in remote wireless adapter or without fee is about the same price of the flash.,1
"While Johnny's story was probably intended to be unnerving as well, I found it extremely repetitive and rarely effective.",1
"You don't feel achy, sore or discoreged.",0
"When asked, he ""loves it!"".",0
I bought this after reading so many good reviews of it,1
I am presently reading this book which is another Ken Follett masterpiece gripping & historically informative & can highly recommend.,1
used at cast party for INHERIT,0
"I hadn't heard this album since it first came out and I listened to ""In-A-Gadda-Da-Vida"" a few times",0
I am the kind of girl who can read Stephen King's It tight before bed and not have nightmares...,1
"It took my breath away, from the vocals to the music to its message.",1
The price is Good and The product is great,1
"And, it can hold extra batteries and SD cards.",1
I have to play with it with them on Facetime when they aren't at my house in person!,0
"(it's way too easy to offer spoilers) but basically, ""House of Leaves"" follows one man's discovery of a another man's archives documenting truly horrifying events chronicled by a pair of films that do not exist.",1
Fun game for family game day.,1
"Now, it's easy to fall into the trap of writing a lot of gushing, fawning drivel about a really excellent product, but in this case it might just be excusable; the P5s are simply exceptional.",1
"One supposes this is to bring about an interest and mystery, but all it does is make you want to take her and explain how annoying and impolite she is.",1
They honed their music playing live in the pubs of Birmingham and then recorded it for all the world to hear.,1
To me it's highly addictive and very enjoyable.,1
So it's still the only super-wide zoom in my kit.,1
They are total scrap don't waste your money they do not work they pop so easily.,1
"But somehow, this book pulled me in.",1
Does not a single one of them ever splurge on the least bit of indulgence (maybe a bottle of cheap champagne at New Year's) or have a passionate hobby (toy trains)?,1
Imaginext definately need to sort this out!,0
He is so bad that I couldn't sit through one song.,0
but I can really enjoy listening to music with these.,1
It has stood the test of time.,1
This is a nice addition to the kitchen set they received for Christmas.,1
"She was encouraged to be a singer, not just a piano player because her record company saw a pretty face who might sell records.",0
It's hard to beat the popularity of Classic Monopoly.,1
"Like all wars, this war was totally about politics with little thought, by the heads of state, of the sacrifice of so many young men.",1
"This album is great -- very adult, smooth and sort of jazzy.",1
I tried the different plastic adapters and found a size that feels comfortable in my ears.,1
I reviewed the associated amplifier.,0
The service has been horrible.,0
"My son luckily recieved another imaginext batman toy for christmas, and this Batman did fit.",0
"If you get vertigo halfway through, that just means you're fully appreciating Danielewski's work.",1
"I'm working my way through my third reading of this book, and every time I read it",1
"If you enjoy fantasy , are 'young at heart' or just want a fun evening's entertainment, then  the Harry Potter series of videos is just right.",1
"Not a great value, similar headphones are sold at CVS for 7-8 bucks..",1
This kit will pay for itself over and over again!I will update this review after I get a chance to shoot with my DSLR.,1
My child just received this today and is already starting his.,0
it was a little confusing at first changing between the different stories but don't let that stop you.,1
A definite winner and well worth the price.,1
There are many shades of every colour and the 'silly scents' make using these more fun.,1
Written in non scientific language.,0
", the only complaint is that I wanted to hook it up to my DVD player while I exercised and the cord is too short for that.",1
I cleaned it with my wiping cloth and ran my CD lens cleaner on my player.,0
"Then there is a toning segment that is easy to follow and uses usual kind of moves like crunches, planks and plies etc.",1
Happy with CD and delivery.,1
"This is awesome, and more than worth the money.",1
headphone jack and replacement is simple - get a call on your phone whilst you are listening to music and the music cuts and you can take the call without tearing of your headphones and putting phone to ear.,1
This girl has a voice that won't quit!,1
"By this time, she had been famous for 35 years, starting with ""I Got You Babe"" as half of Sonny & Cher.",0
"Also, the feature to take ""stills"" from the video works well.",1
"Although this may not be the album that started it all, it certainly influenced a lot of heavy metal to come.",1
"In the end, I returned it.",0
"Wi-Fi and Network Setup""5)",0
Difficult to clean and storage,1
Totally threw away my money here.,1
"And that's one of my quibbles, that this western kid with no former experience could so shortly achieve such a prodigious level, especially for someone whose sole skill in the kung fu department going into his training",1
"You attach a launcher and telescope, and cut ties on Batman, Robin, and the Batcycle, but that's pretty much it.",1
My daughters begged me for these after being bombarded with the infomercial all summer.,0
", her lips part to emit tonal radiance, warmth, longing,  contemplation, ressurection, hope and lyrical simplicity wedged with  emotional brilliance!!",1
"It is a good work out for anyone, they go over the steps so one can get a clear picture of what to do.",1
"On Me, infact my favourite rapper of all time Esham did back in 92",1
"However, if you can get the hang of the layout, you will be hooked.",0
But I found the planets move round very well.,1
and they still worked when I tried them after.,1
The box and contents are very sturdy and I am sure will last a long time.,1
A great self-improvement book for anyone.,1
When I was walking I didn't hear anything except the music.,1
Otherwise would have given 5 stars.,1
At times the anecdotes seem repetitive.,0
"Like I said, this book is work.",1
This item works perfectly combining optical outputs from my HD DVD and Blu-Ray players into one input to my AV receiver since only one of those devices are in use at a time.,1
"Glad Rag Doll is a big disappointment, both as a recording and in live performance.",1
1st book is concentrating on relationships of characters for over 150 page.,1
And it turned out to be *,0
"The third DVD, ""Mystic Dance"" teaches veil techniques, upward and downward eights, head slides, and shoulder and arm moves.",1
they sold me cheap fake beats,1
We are happy with the service.,1
Nikon quality can't be beat and it's well worth the extra cost for something that's going to last for the life of the camera.,1
"Just a minor tick down in rating because slightly ""slow"" pace -",1
"It comes with the Bi-fold game board, silver-toned tokens, dice, plastic houses and hotels, a plastic money tray, Community Chest and Chance cards, Title Deeds, a pad of Monopoly money, and an instruction booklet for authentic rules/guidelines of the game.",1
I also only recommend this lens if you camera will auto focus it.,1
Life Goes On(10/10) - So true.,0
A classic that has stood the test of time.,1
I always take headphones with me since I travel but these aren't very flexible and I have had them for less than 3 months,1
"Picture the scene, it's a cold snowy friday night in New York, December 21st, 1973.",1
Very cool idea and great price,1
you want to impress  people with this album...,0
Author did a great job tying history into a novel.,1
I was very impressed with the quality and quantity of blocks.,1
"The track ""N.I.B."" is one of their most enduring songs and features another cool heavy riff and the dark lyrics that the band became famous or infamous for.",1
"It's so good, melodically and rhythmically, and I wish it  were 5 minutes longer!",1
I don't agree with some of the other people who  reviewed this book.,0
We'll certainly use it when we go on our vacation this year.,0
"She does deserve some credit for attempting something different here, which in some tracks works fairly well, but the album as a whole won't appeal to fans of her earlier work, but neither will it appeal to rock or blues fans either, and this is its fundamental problem.",1
His radio is older and was made in Japan while this radio is from China.,1
Was a gift and he loved it!!,0
I'm giving this 5 stars for a couple of reasons.,1
"The material was durable and well made, and it handled the washing machine very well.",1
"So, if you are on the fence about getting this",0
You can't go wrong with John Wayne!,0
In this recording this is completely stripped away.,1
Nova love scene was i hooked.,0
the radio in discrete digital steps as if it were push button tuning.,1
and I couldn't tell you all the important music artists for each decade,0
"The arrangements are spirited and fun, and the vocal performances are unique and somewhat typical of Broadway, where not all performers have great voices.",1
Worth paying for the price it sells for!,0
Lays out nice and good color,1
